record_index,reporting_country,partner_country,year,issue_type,field,value,note
1204,Japan,USA,2019,period_mismatch,reporting_date / year,"year=2019, reporting_date=2020-03-23",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
1205,USA,Japan,2019,period_mismatch,reporting_date / year,"year=2019, reporting_date=2020-03-23",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
1208,Japan,USA,2020,period_mismatch,reporting_date / year,"year=2020, reporting_date=2021-03-27",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
1209,USA,Japan,2020,period_mismatch,reporting_date / year,"year=2020, reporting_date=2021-03-27",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
1210,Japan,USA,2020,period_mismatch,reporting_date / year,"year=2020, reporting_date=2021-03-10",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
1211,USA,Japan,2020,period_mismatch,reporting_date / year,"year=2020, reporting_date=2021-03-10",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
1214,Japan,USA,2021,period_mismatch,reporting_date / year,"year=2021, reporting_date=2022-01-12",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
1215,USA,Japan,2021,period_mismatch,reporting_date / year,"year=2021, reporting_date=2022-01-12",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
1224,Japan,USA,2022,period_mismatch,reporting_date / year,"year=2022, reporting_date=2023-03-16",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
1225,USA,Japan,2022,period_mismatch,reporting_date / year,"year=2022, reporting_date=2023-03-16",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
1226,Japan,USA,2022,period_mismatch,reporting_date / year,"year=2022, reporting_date=2023-02-24",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
1227,USA,Japan,2022,period_mismatch,reporting_date / year,"year=2022, reporting_date=2023-02-24",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
1240,Japan,China,2020,period_mismatch,reporting_date / year,"year=2020, reporting_date=2021-03-29",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
1241,China,Japan,2020,period_mismatch,reporting_date / year,"year=2020, reporting_date=2021-03-29",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
1252,Japan,China,2022,period_mismatch,reporting_date / year,"year=2022, reporting_date=2023-03-25",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
1253,China,Japan,2022,period_mismatch,reporting_date / year,"year=2022, reporting_date=2023-03-25",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
1258,Japan,India,2019,period_mismatch,reporting_date / year,"year=2019, reporting_date=2020-03-08",Data for this record was reported in a different year from the stated trade year. May indicate revised estimates included without disclosure.
